ASMID,SPECIESIN,STRAIN,VERSION,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
Neoirr1,Neolecta irregularis,DAH-1,v1.0,,,dikarya,Ascomycota,Taphrinomycotina,Neolectomycetes,,Neolectales,Neolectaceae,Neolecta,Neolecta irregularis,Neoirr1
Neole1,Neolentinus lepideus,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus lepideus,Neole1
Neopa1,Neofusicoccum parvum,UCRNP2,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum parvum,Neopa1
Neosp1,Neocallimastix californiae,G1,v1.0,,,fungi,Chytridiomycota,Neocallimastigomycotina,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Neocallimastix,Neocallimastix californiae,Neosp1
Neucr2,Neurospora crassa,OR74A,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,Neurospora crassa,Neucr2
Neudi1,Neurospora discreta,FGSC 8579 mat A,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,Neurospora discreta,Neudi1
Neute_matA2,Neurospora tetrasperma,FGSC 2508 mat A,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,Neute_matA2
Niavib1,Nia vibrissa,CBS 119815,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cyphellopsidaceae,Nia,Nia vibrissa,Niavib1
Nieex1,Niesslia exilis,CBS 358.70,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Niessliaceae,Niesslia,Niesslia exilis,Nieex1
Nosap1,Nosema apis,BRL 01,v1.0,,,fungi,Microsporidia,Apansporoblastina,Apansporoblastina,Apansporoblastina,Apansporoblastina,Nosematidae,Vairimorpha,Vairimorpha apis,Nosap1
Nosbo1,Nosema bombycis,CQ1,v1.0,,,fungi,Microsporidia,Apansporoblastina,Apansporoblastina,Apansporoblastina,Apansporoblastina,Nosematidae,Nosema,Nosema bombycis,Nosbo1
Nosce1,Nosema ceranae,BRL01,v1.0,,,fungi,Microsporidia,Apansporoblastina,Apansporoblastina,Apansporoblastina,Apansporoblastina,Nosematidae,Vairimorpha,Vairimorpha ceranae,Nosce1
Obbri1,Obba rivulosa,3A-2,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Gelatoporiaceae,Obba,Obba rivulosa,Obbri1
Obemuc1,Obelidium mucronatum,JEL802,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Chytridiales,Chytriomycetaceae,Obelidium,Obelidium mucronatum,Obemuc1
Ogapa1,Ogataea parapolymorpha,DL-1,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Ogataea,Ogataea parapolymorpha,Ogapa1
Oidma1,Oidiodendron maius,Zn,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,,Myxotrichaceae,Oidiodendron,Oidiodendron maius,Oidma1
Olpbor1,Olpidium bornovanus,UBC F19785,v1.0,,,fungi,Olpidiomycota,Olpidiomycotina,Olpidiomycetes,,Olpidiales,Olpidiaceae,Olpidium,Olpidium bornovanus,Olpbor1
Ompol1,Omphalotus olearius,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus,Omphalotus olearius,Ompol1
Ophau1,Ophiocordyceps australis,Map64,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps australis,Ophau1
Ophca1,Ophiocordyceps camponoti-rufipedis,Map16,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps camponoti-rufipedis,Ophca1
Ophdi1,Ophiobolus disseminans,CBS 113818,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Phaeosphaeriaceae,Ophiobolus,Ophiobolus disseminans,Ophdi1
Ophnu1,Ophiostoma novo-ulmi subsp. novo-ulmi,H327,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma novo-ulmi,Ophnu1
Ophpi1,Ophiostoma piliferum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma piliferum,Ophpi1
Ophpic1,Ophiostoma piceae,UAMH 11346,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma piceae,Ophpic1
OphPMI507_1,Ophiostoma sp.,PMI 507,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma sp.,OphPMI507_1
Ophsi1,Ophiocordyceps sinensis,IOZ07,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps sinensis,Ophsi1
Ophun1,Ophiocordyceps kimflemingiae,SC16a,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps kimflemingiae,Ophun1
Ordco1,Ordospora colligata,OC4,v1.0,,,fungi,Microsporidia,Ordosporidae,Ordosporidae,Ordosporidae,Ordosporidae,Ordosporidae,Ordospora,Ordospora colligata,Ordco1
Orpsp1_1,Orpinomyces sp.,,v1.0,,,fungi,Chytridiomycota,Neocallimastigomycotina,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Orpinomyces,Orpinomyces sp.,Orpsp1_1
Oudmuc1,Oudemansiella mucida,CBS 558.79,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Mucidula,Mucidula mucida,Oudmuc1
Pacta1_2,Pachysolen tannophilus,NRRL Y-2460,v1.2,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Alaninales,Pachysolenaceae,Pachysolen,Pachysolen tannophilus,Pacta1_2
Paevar1,Paecilomyces variotii,CBS 101075,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Paecilomyces,Paecilomyces variotii,Paevar1
Panpap1,Panaeolus papilionaceus,CIRM-BRFM_715,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Galeropsidaceae,Panaeolus,Panaeolus papilionaceus,Panpap1
Panru1,Panus rudis,PR-1116_ss-1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Panaceae,Panus,Panus rudis,Panru1
Panst_KUC8834_1_1,Panellus stipticus,KUC8834,v1.1,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus,Panellus stipticus,Panst_KUC8834_1_1
Panst_LUM_1_1,Panellus stipticus,LUM,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus,Panellus stipticus,Panst_LUM_1_1
Papla1,Papiliotrema laurentii,5307AH,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema laurentii,Papla1
Parbra1,Paracoccidioides brasiliensis,Pb18,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Paracoccidioides,Paracoccidioides brasiliensis,Parbra1
Parlu1,Paracoccidioides lutzii,Pb01,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Paracoccidioides,Paracoccidioides lutzii,Parlu1
Parpar1,Parasitella parasitica,,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Parasitella,Parasitella parasitica,Parpar1
Parpo1,Parauncinula polyspora,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Parauncinula,Parauncinula polyspora,Parpo1
Parsa1,Paramicrosporidium saccamoebae,KSL3,v1.0,,,fungi,Cryptomycota,Paramicrosporidium,Paramicrosporidium,Paramicrosporidium,Paramicrosporidium,Paramicrosporidium,Paramicrosporidium,Paramicrosporidium saccamoebae,Parsa1
Parsed1,Paraphysoderma sedebokerense,JEL821,v1.0,,,fungifungi,Blastocladiomycota,Physodermatomycotina,Physodermatomycetes,,Physodermatales,Physodermataceae,Paraphysoderma,Paraphysoderma sedebokerense,Parsed1
Parsp1,Paraconiothyrium sporulosum,AP3s5-JAC2a,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria sporulosa,Parsp1
Patat1,Patellaria atrata,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Patellariales,Patellariaceae,Patellaria,Patellaria atrata,Patat1
Paxam1,Paxillus ammoniavirescens,Pou09.2,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Paxillus,Paxillus ammoniavirescens,Paxam1
Paxin1,Paxillus involutus,ATCC 200175,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Paxillus,Paxillus involutus,Paxin1
Paxru2,Paxillus adelphus,Ve08.2h10,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Paxillus,Paxillus adelphus,Paxru2
Penant1,Penicillium antarcticum,IBT 31811,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium antarcticum,Penant1
Penar1,Penicillium arizonense,CBS 141311,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium arizonense,Penar1
Penbr2,Penicillium brevicompactum,1011305,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium brevicompactum,Penbr2
Penbra1,Penicillium brasilianum,MG11,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium brasilianum,Penbra1
Pencam1,Penicillium camemberti,FM 013,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium camemberti,Pencam1
Pench1,Penicillium chrysogenum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum,Pench1
Pencit1,Penicillium citreonigrum,cont_1189274,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium citreonigrum,Pencit1
Pencop1,Penicillium coprophilum,IBT 31321,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium coprophilum,Pencop1
Pendec1,Penicillium decumbens,IBT 11843,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium decumbens,Pendec1
Pendi1,Penicillium digitatum,PHI 26,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium digitatum,Pendi1
Pendig1,Penicillium digitatum,Pd1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium digitatum,Pendig1
Penexp1,Penicillium expansum,d1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum,Penexp1
Penfla1,Penicillium flavigenum,IBT 14082,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium flavigenum,Penfla1
Penfr1,Penicillium freii,DAOM 242723,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium freii,Penfr1
Pengri1,Penicillium griseofulvum,PG3,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium griseofulvum,Pengri1
Penita1,Penicillium italicum,PHI-1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium italicum,Penita1
Pennal1,Penicillium nalgiovense,FM193,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium nalgiovense,Pennal1
Pennord1,Penicillium nordicum,DAOMC 185683,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium nordicum,Pennord1
Penoc1,Penicillium occitanis,CL100,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium occitanis (nom. inval.),Penoc1
Penox1,Penicillium oxalicum,114-2,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium oxalicum,Penox1
Penpol1,Penicillium polonicum,IBT 4502,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium polonicum,Penpol1
Penro1,Penicillium roqueforti,FM164,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penro1
Pensol1,Penicillium solitum,IBT 29525,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium solitum,Pensol1
Penste1,Penicillium steckii,IBT 24891,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium steckii,Penste1
Pensub1,Penicillium subrubescens,CBS 132785,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium subrubescens,Pensub1
Penth1,Penicillium thymicola,DAOMC_180753,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium thymicola,Penth1
Penvul1,Penicillium vulpinum,IBT 29486,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium vulpinum,Penvul1
Perma1,Periconia macrospinosa,DSE2036,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Periconiaceae,Periconia,Periconia macrospinosa,Perma1
Pesfi1,Pestalotiopsis fici,W106-1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis fici,Pesfi1
Pestal1,Pestalotiopsis sp.,NC0098,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp.,Pestal1
Petxy1,Peterozyma xylosa,NRRL Y-12939,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Alaninales,Pachysolenaceae,Peterozyma,Peterozyma xylosa,Petxy1
Phaal1,Phaeoacremonium aleophilum,UCRPA7,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium minimum,Phaal1
Phaart1,Phascolomyces articulosus,,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Phascolomyces,Phascolomyces articulosus,Phaart1
Phaca1,Phanerochaete carnosa,HHB-10118-Sp,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phanerochaete,Phanerochaete carnosa,Phaca1
Phach1,Phaeomoniella chlamydospora,UCRPC4,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Phaeomoniellales,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella chlamydospora,Phach1
PhaeoFL0889_1,Phaeoacremonium sp.,FL0889,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium sp.,PhaeoFL0889_1
Phapla1,Phaeosolenia platensis,CBS 268.64,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Chromocyphellaceae,Phaeosolenia,Phaeosolenia platensis,Phapla1
PhaPMI808,Phaeosphaeriaceae sp.,PMI_808,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Phaeosphaeriaceae,,Phaeosphaeriaceae sp.,PhaPMI808
Phcapit2,Phyllosticta capitalensis,CBS 111638,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta capitalensis,Phcapit2
Phchr2,Phanerochaete chrysosporium,RP-78,v2.2,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phanerodontia,Phanerodontia chrysosporium,Phchr2
Phcit1,Phyllosticta citribraziliensis,CBS 100098,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citribraziliensis,Phcit1
Phcitr1,Phyllosticta citrichinensis,CBS 130529,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citrichinensis,Phcitr1
Pheno1,Phellinus noxius,FFPRI411160,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Pyrrhoderma,Pyrrhoderma noxium,Pheno1
Phiatt1,Cyphellophora attinorum,CBS 131958,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora attinorum,Phiatt1
Phimu1,Leotiomycetes sp.,MPI-SDFR-AT-0126,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,,,,Leotiomycetes sp.,Phimu1
Phisc1,Phialocephala scopiformis,5WS22E1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Mollisia,Mollisia scopiformis,Phisc1
Phisu1,Phialocephala subalpina,UAMH 11012,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Phialocephala,Phialocephala subalpina,Phisu1
Phlbr1,Phlebia brevispora,HHB-7030_SS6,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meruliaceae,Phlebia,Phlebia brevispora,Phlbr1
Phlcen1,Phlebia centrifuga,FBCC195,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meruliaceae,Hermanssonia,Hermanssonia centrifuga,Phlcen1
Phlgi1,Phlebiopsis gigantea,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phlebiopsis,Phlebiopsis gigantea,Phlgi1
Phlrad1,Phlebia radiata,FBCC0043,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meruliaceae,Phlebia,Phlebia radiata,Phlrad1
Phoaln1,Pholiota alnicola,AH 47727,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Flammula,Flammula alnicola,Phoaln1
Phocon1,Pholiota conissans,CIRM-BRFM_674,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Pholiota,Pholiota conissans,Phocon1
Phohig1,Pholiota molesta,CBS 144467,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Pholiota,Pholiota molesta,Phohig1
Phomu1,Ectophoma multirostrata,7a,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ectophoma,Ectophoma multirostrata,Phomu1
Photr1,Phoma tracheiphila,IPT5,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus tracheiphilus,Photr1
Phy27169,Phyllosticta paracitricarpa,CBS 141357,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta paracitricarpa,Phy27169
Phybl2,Phycomyces blakesleeanus,NRRL1555,v2.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Phycomycetaceae,Phycomyces,Phycomyces blakesleeanus,Phybl2
Phycap1,Phyllosticta capitalensis,CBS 128856,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta capitalensis,Phycap1
Phycit1,Phyllosticta citriasiana,CBS 120486,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citriasiana,Phycit1
Phycitr1,Phyllosticta citricarpa,CBS 127454,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa,Phycitr1
Phycpc1,Phyllosticta sp.,CPC 27913,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta sp.,Phycpc1
Pickud1,Pichia kudriavzevii,CBS 573,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,Pickud1
Picme2,Pichia membranifaciens,,v2.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Pichia,Pichia membranifaciens,Picme2
Picpa1,Pichia pastoris,,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Komagataella,Komagataella pastoris,Picpa1
Picst3,Scheffersomyces stipitis,NRRL Y-11545,v2.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stipitis,Picst3
Pieho1_1,Piedraia hortae,CBS 480.64,v1.1,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Piedraiaceae,Piedraia,Piedraia hortae,Pieho1_1
Pilano1,Pilaira anomala,RSA1997,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Pilaira,Pilaira anomala,Pilano1
Pilcr1,Piloderma olivaceum,F_1598,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Atheliales,Atheliaceae,Piloderma,Piloderma olivaceum,Pilcr1
Pilidi1,Coniella lustricola,B22-T-1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Diaporthales,Schizoparmaceae,Coniella,Coniella lustricola,Pilidi1
Pilumb1,Pilobolus umbonatus,NRRL 6349,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Pilobolaceae,Pilobolus,Pilobolus umbonatus,Pilumb1
Pipbet1_1,Fomitopsis betulina,CIRM-BRFM_1772,v1.1,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis betulina,Pipbet1_1
Pipcy3_1,Piptocephalis cylindrospora,RSA 2659_single-cell,v3.0,,,fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycetes,,Zoopagales,Piptocephalidaceae,Piptocephalis,Piptocephalis cylindrospora,Pipcy3_1
Piptie1,Piptocephalis tieghemiana,RSA 1565,v1.0,,,fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycetes,,Zoopagales,Piptocephalidaceae,Piptocephalis,Piptocephalis tieghemiana,Piptie1
PirE2_1,Piromyces sp.,E2,v1.0,,,fungi,Chytridiomycota,Neocallimastigomycotina,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Piromyces,Piromyces sp.,PirE2_1
Pirfi3,Piromyces finnis,,v3.0,,,fungi,Chytridiomycota,Neocallimastigomycotina,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Piromyces,Piromyces finnis,Pirfi3
Pirin1,Piriformospora indica,DSM 11827,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Serendipitaceae,Serendipita,Serendipita indica,Pirin1
Pismi2,Pisolithus microcarpus,441,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus,Pismi2
