leaf_name,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,STRAIN,LOCUSTAG
F7F8EBB2,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2018-W30,2018-W30,F7F8EBB2
F634EC16,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella semilibera,M10,F634EC16
FA755507,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2016-72,2016-72,FA755507
F0640D9B,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2018-W16,2018-W16,F0640D9B
FFD00E29,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella rufobrunnea,2019-VR,FFD00E29
Morimp1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,,,Morimp1
FAA39425,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella importuna,M04M26,FAA39425
F74AB1E7,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella septimelata,2015-9hao,F74AB1E7
F5EF78DF,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sextelata,SCLS,F5EF78DF
FFA64BCD,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2018-W38C,2018-W38C,FFA64BCD
F8913182,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2016-50,2016-50,F8913182
FCE8FAD2,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella snyderi,CBS 144464,FCE8FAD2
FDD990C6,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2016-41,2016-41,FDD990C6
F5AF4373,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2018-W22B,2018-W22B,F5AF4373
F5A5DA09,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella conica,SH,F5A5DA09
FACB71B8,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella sp. 2014-9hei,2014-9hei,FACB71B8
Tubae1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,,,Tubae1
FCB48958,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber aestivum,Montdore,FCB48958
F2C21852,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber magnatum,091103-1,F2C21852
Tubma1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,,,Tubma1
Tubbr1_1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,,,Tubbr1_1
FB2B1CC7,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber brumale,140227-1,FB2B1CC7
FFBE8F54,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber melanosporum,Mel28,FFBE8F54
Tubme1v2,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,,,Tubme1v2
Tubin1_1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,,,Tubin1_1
FF5AA886,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber indicum,tin1,FF5AA886
F1A603E8,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber umbilicatum,MG104,F1A603E8
Tubbor1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,,,Tubbor1
F1024FA3,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber borchii,Tbo3840,F1024FA3
F1FD7530,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber microsphaerosporum,MG111,F1FD7530
F236FCE0,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber calosporum,MG102,F236FCE0
F353016A,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Choiromyces,Choiromyces venosus,120613-1,F353016A
Chove1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Choiromyces,,,Chove1
FCE40C36,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis omnivora,NFPo1,FCE40C36
Rhiund1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Rhizinaceae,Phymatotrichopsis,,,Rhiund1
Calful1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Rhizinaceae,Phymatotrichopsis,,,Calful1
F6720CE4,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Ascodesmidaceae,Ascodesmis,Ascodesmis nigricans,CBS 389.68,F6720CE4
Ascni1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Ascodesmidaceae,Ascodesmis,,,Ascni1
F3C46C5A,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Geopyxis,Geopyxis carbonaria,CBS 144460,F3C46C5A
Trihyb1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Trichophaea,,,Trihyb1
FD4D4E23,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Trichophaea,Trichophaea hybrida,UTF0779,FD4D4E23
F02703F5,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Wilcoxina,Wilcoxina mikolae,CBS 423.85,F02703F5
Wilmi1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Wilcoxina,,,Wilmi1
Pyrco1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Pyronema,,,Pyrco1
FAF7D0FC,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Pyronema,Pyronema domesticum,CBS 144463,FAF7D0FC
FA196355,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Pyronema,Pyronema omphalodes,CBS 144459,FA196355
FC2634FD,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Sphaerosporella,Sphaerosporella brunnea,Sb_GMNB300,FC2634FD
Sphbr2,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Sphaerosporella,,,Sphbr2
FA94C438,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Tricharina,Tricharina praecox,CBS 144465,FA94C438
Plemel1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,,,,Plemel1
Sarco1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,,,,Sarco1
F4F49AF5,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Kalaharituber,Kalaharituber pfeilii,F3,F4F49AF5
Kalpfe1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Kalaharituber,,,Kalpfe1
F4883A63,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Terfezia,Terfezia boudieri,ATCC MYA-4762,F4883A63
Terbo2,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Terfezia,,,Terbo2
FB78945D,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Terfezia,Terfezia claveryi,T7,FB78945D
Tercla1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Terfezia,,,Tercla1
F8E2962F,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Tirmania,Tirmania nivea,G3,F8E2962F
Tirniv1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Tirmania,,,Tirniv1
FC1EAD7A,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Peziza,Peziza echinospora,CBS 144458,FC1EAD7A
Ascim1,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Ascobolaceae,Ascobolus,,,Ascim1
FC82CE09,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Ascobolaceae,Ascobolus,Ascobolus immersus,RN42,FC82CE09
F0D9A683,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina drechsleri,CGMCC 3.6773,F0D9A683
FC104475,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Orbilia,Orbilia ellipsospora,TWF694,FC104475
F4907269,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys entomopaga,CBS642.8,F4907269
F4BE1DDF,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina leptospora,CGMCC 3.6775,F4BE1DDF
F434605D,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina haptotyla,YMF1.03409,F434605D
Monha1,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,,,Monha1
FFFB015E,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Orbilia,Orbilia quercus,CGMCC 3.6762,FFFB015E
FD5FD6D7,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina sp. 'tibetensis',SQ 2179,FD5FD6D7
F8C506F3,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina parvicollis,XJ03-136-1,F8C506F3
FDEA04A0,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina cionopaga,CGMCC 3.6783,FDEA04A0
F104F34E,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys flagrans,CBS H-5679,F104F34E
FAE17ECD,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys pseudoclavata,CGMCC 3.6756,FAE17ECD
Artol1,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Orbilia,,,Artol1
F2BFCA18,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Orbilia,Orbilia oligospora,ATCC 24927,F2BFCA18
F81238F4,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys conoides,TWF506,F81238F4
FA77D69F,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Orbilia,Orbilia javanica,TWF718,FA77D69F
F546F14A,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys musiformis,TWF481,F546F14A
F04178F9,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Orbilia,Orbilia blumenaviensis,TWF730,F04178F9
FC465438,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys sinensis,CGMCC 3.6755,FC465438
FFF1B0DC,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys megalospora,TWF281,FFF1B0DC
F0CBC149,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys sphaeroides,CGMCC 3.6774,F0CBC149
F3B8DD6A,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys iridis,CGMCC 3.6761,F3B8DD6A
F7584170,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Orbilia,Orbilia brochopaga,TWF696,F7584170
FABD1EAA,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Drechslerella,Drechslerella dactyloides,CGMCC3.20198,FABD1EAA
FD736CD5,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Drechslerella,Drechslerella coelobrocha,CGMCC 3.6772,FD736CD5
F5DDF961,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Drechslerella,Drechslerella stenobrocha,248,F5DDF961
Drest1,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Drechslerella,,,Drest1
F7DB6208,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylella,Dactylella cylindrospora,CBS325.70,F7DB6208
FB44BE69,fungi,Ascomycota,Pezizomycotina,,,,,,Pezizomycotina sp. ARF18,ARF18,FB44BE69
Mars-19.bin.38,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-19.bin.38
Mars-9.bin.1,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-9.bin.1
FingerMtsudMG_2_bin.47,dikarya,Ascomycota,Pezizomycotina,,,,,,,,FingerMtsudMG_2_bin.47
Mars-17.bin.30,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-17.bin.30
Mars-14.bin.71,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-14.bin.71
Mars-52.bin.25,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-52.bin.25
Mars-82.bin.9,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-82.bin.9
Mars-55.bin.28,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-55.bin.28
Mars-62.bin.17,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-62.bin.17
FACABE00,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces yarrowii,CBS 7557,FACABE00
F60D3E5D,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces kononenkoae,NRRL Y-11553,F60D3E5D
FC2C77C2,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces sp. NRRL Y-11553,NRRL Y-11553,FC2C77C2
F8F86B77,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces yamadae,NRRL Y-27507,F8F86B77
FDF41BAC,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces chichibuensis,CBS 12929,FDF41BAC
Lipst1_1,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,,,Lipst1_1
F377A348,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,AS 2.1560,F377A348
F0124891,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces kockii,NRRL Y-27505,F0124891
F9E77BAC,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces doorenjongii,NRRL Y-27504,F9E77BAC
FBB78E82,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces mesembrius,CBS 7600,FBB78E82
FA3829B8,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces spencermartinsiae,NRRL Y-7042,FA3829B8
F8BF9614,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,NRRL Y-64009,F8BF9614
FCC8206B,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces orientalis,NRRL Y-27927,FCC8206B
F0C9E13B,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces arxii,Phaff 12-163,F0C9E13B
F514794D,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer,NRRL Y-11555,F514794D
F08C3DBB,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma mucilagina,yHDO354,F08C3DBB
F437A7C6,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma neglecta,NRRL Y-27508,F437A7C6
F0C500F3,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma vanderwaltii,NRRL Y-17727,F0C500F3
F412B7E0,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma neotropica,NRRL Y-17859,F412B7E0
FF5D997E,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma sirexii,NRRL Y-27626,FF5D997E
F70C0600,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Kockiozyma,Kockiozyma suomiensis,NRRL Y-17356,F70C0600
F65DC327,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma geophila,NRRL Y-17252,F65DC327
FC00FB92,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces yamanashiensis,CBS 14748,FC00FB92
Myxme1,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,,,Myxme1
F4AEDF05,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma melibiosi,Phaff 52-87,F4AEDF05
F60DF2F9,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma monticola,NRRL Y-17726,F60DF2F9
F5386FCE,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces oligophaga,CBS 7107,F5386FCE
F03FEF35,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma kluyveri,NRRL Y-17277,F03FEF35
FA6CC29E,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma udenii,NRRL Y-17387,FA6CC29E
FC7F6D4F,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Limtongia,Limtongia smithiae,NRRL Y-17922,FC7F6D4F
F7F13590,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces sp. NRRL Y-27488,NRRL Y-27488,F7F13590
F3AEFE5D,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Dipodascopsis,Dipodascopsis uninucleata,NRRL Y-17583,F3AEFE5D
F6128D3A,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma nipponensis,NRRL Y-27625,F6128D3A
F362A58F,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma lipomycoides,NRRL Y-17253,F362A58F
F8A8D809,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces japonicus,CBS 7319,F8A8D809
F45AB14C,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Dipodascopsis,Dipodascopsis tothii,CBS 759.85,F45AB14C
FE042A26,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces anomalus,NRRL Y-7931,FE042A26
F85DF490,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces magnusii,NRRL Y-17563,F85DF490
F67B6853,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces suaveolens,,F67B6853
F8CCA3B9,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces tetraspermus,NRRL Y-7288,F8CCA3B9
FD12490F,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces fungicola,,FD12490F
F54695FC,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces paraingens,,F54695FC
F6300392,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces ingens,,F6300392
F706C013,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces starmeri,NRRL Y-17816,F706C013
F5EB7DFF,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces sp. LA-1,LA-1,F5EB7DFF
FDFE77FF,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces capitatus,,FDFE77FF
F42A1AC1,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces clavatus,CNRMA 12.647,F42A1AC1
F6D26FE0,dikarya,Ascomycota,Saccharomycotina,,,,,,Saccharomycotina sp. CBS 16003,CBS 16003,F6D26FE0
F280DD26,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum cucujoidarum,NRRL Y-27731,F280DD26
FA25C5AB,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum fermentans,NRRL Y-1492,FA25C5AB
FF92C241,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Dipodascus,Dipodascus aggregatus,NRRL Y-17564,FF92C241
F85BB482,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum restrictum,CBS 111234,F85BB482
FED10679,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum histeridarum,NRRL Y-27729,FED10679
FA288F27,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum carabidarum,NRRL Y-27727,FA288F27
F35E4094,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum armillariae,NRRL Y-17580,F35E4094
F314FFF8,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum macrosporum,NRRL Y-17586,F314FFF8
F9C25B81,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum klebahnii,NRRL Y-17568,F9C25B81
FCB6F145,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum citri-aurantii,CBS 176.89T,FCB6F145
FC8F0B45,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum citri-aurantii,LMA-1150,FC8F0B45
F1108FB1,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum reessii,LMA-1148,F1108FB1
F37EB966,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum bryndzae,LMA-1146,F37EB966
FA004B3A,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum candidum,LMA-244,FA004B3A
F41B90B5,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum europaeum,CBS 866.68,F41B90B5
FDBEE0F5,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum phurueaensis,CBS 11418,FDBEE0F5
FE952721,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Dipodascus,Dipodascus albidus,NRRL Y-12859,FE952721
F8ABD5A0,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Dipodascus,Dipodascus geniculatus,NRRL Y-17628,F8ABD5A0
FFE974C2,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Geotrichum,Geotrichum ghanense,CBS 11010,FFE974C2
F593D5EA,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Dipodascus,Dipodascus siamensis,CBS 10929 T,F593D5EA
FE450D52,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Dipodascaceae,Dipodascus,Dipodascus australiensis,NRRL Y-17565,FE450D52
